AFG,Asia,Afghanistan,2021-08-16,152142.0,372.0,194.857,7025.0,25.0,12.714,3908.258,9.556,5.006,180.46,0.642,0.327,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
AFG,Asia,Afghanistan,2021-08-17,152243.0,101.0,175.714,7031.0,6.0,10.0,3910.853,2.595,4.514,180.614,0.154,0.257,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
AFG,Asia,Afghanistan,2021-08-18,152363.0,120.0,153.143,7043.0,12.0,9.286,3913.935,3.083,3.934,180.922,0.308,0.239,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
AFG,Asia,Afghanistan,2021-08-19,152411.0,48.0,121.143,7047.0,4.0,8.429,3915.168,1.233,3.112,181.025,0.103,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
AFG,Asia,Afghanistan,2021-08-20,152448.0,37.0,96.857,7054.0,7.0,7.714,3916.119,0.95,2.488,181.205,0.18,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
OWID_AFR,,Africa,2020-02-13,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340598113.0,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-02-14,1.0,1.0,,,0.0,,0.001,0.001,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340598113.0,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-02-15,1.0,0.0,,,0.0,,0.001,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340598113.0,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-02-16,1.0,0.0,,,0.0,,0.001,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340598113.0,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-02-17,1.0,0.0,,,0.0,,0.001,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340598113.0,,,,,,,,,,,,,,,
